list_of_words
"['thi', 'master', 'blend', 'corpor', 'financ', 'bank', 'provid', 'critic', 'awar', 'evolv', 'controversi', 'area', 'intern', 'financ', 'intern', 'capit', 'market', 'bank', 'it', 'ideal', 'suit', 'interest', 'career', 'intern', 'bank', 'financi', 'intermedi', 'corpor', 'financi', 'manag', 'person', 'financi', 'manag', 'wealth', 'manag', 'respons', 'bank', 'secur', 'invest']"
"['the', 'research', 'master', 'programm', 'behaviour', 'scienc', 'two', 'year', 'intern', 'programm', 'social', 'scientist', 'want', 'discov', 'behind', 'human', 'behaviour', 'contribut', 'better', 'understand', 'human', 'behaviour', 'whether', 'normal', 'dysfunct', 'learn', 'influenc', 'behaviour', 'discov', 'campu', 'get', 'inform', 'english', 'taught', 'programm', 'personmast', 'open', 'day', '23']"
"['our', 'msc', 'human', 'resourc', 'manag', 'hrm', 'essenti', 'cours', 'wish', 'purs', 'dynam', 'career', 'hr', 'profession', 'contemporari', 'organis', 'it', 'design', 'provid', 'theoret', 'practic', 'foundat', 'enhanc', 'understand', 'critic', 'issu', 'hrm', 'includ', 'ground', 'theori', 'research', 'practic', 'cours', 'develop', 'critic', 'analyt', 'skill', 'design', 'implement', 'evalu', 'hr', 'practic', 'polici', 'process', 'organis', 'you', 'gain', 'overview', 'uk', 'intern', 'compar', 'issu', 'relat', 'peopl', 'manag']"
"['thi', 'advanc', 'progress', 'programm', 'present', 'uniqu', 'opportun', 'understand', 'histor', 'contemporari', 'develop', 'economi', 'polit', 'cultur', 'societi', 'russia', 'countri', 'eastern', 'europ', 'eurasia']"
"['thi', 'programm', 'deliv', 'full', 'time', '12', 'month', 'part', 'time', '24', 'month', 'the', 'cours', 'provid', 'excel', 'train', 'mani', 'differ', 'area', 'appli', 'mathemat', 'equip', 'student', 'rang', 'mathemat', 'skill', 'problem', 'solv', 'project', 'work', 'present', 'our', 'msc', 'appli', 'mathemat', 'deliv', 'small', 'class', 'offer', 'varieti', 'option', 'modul', 'you', 'complet', 'substanti', 'research', 'project', 'past', 'often', 'led', 'public', 'scientif', 'journal']"
"['the', 'master', 'gender', 'histori', 'uniqu', 'programm', 'provid', 'specialist', 'instruct', 'skill', 'approach', 'requir', 'conduct', 'gender', 'analysi', 'past', 'the', 'lead', 'cours', 'kind', 'britain', 'intern', 'outlook', 'term', 'curriculum', 'teach', 'staff', 'student', 'draw', 'expertis', 'world', 'lead', 'scholar', 'centr', 'gender', 'histori', 'provid', 'tuition', 'topic', 'includ', 'femin', 'patriarchi', 'sexual', 'masculin', 'intersection', 'applic', 'wide', 'rang', 'histor', 'context', 'the', 'univers', 'glasgow', 'also', 'offersglob', 'gender', 'histori', 'msc', 'onlin', 'distanc', 'learn', 'vocat', 'orient', 'tuition', 'gender', 'analys', 'global', 'past']"
"['the', 'msc', 'interact', 'media', 'aconvers', 'cours', 'intens', 'taught', 'cours', 'focus', 'practic', 'technic', 'aspect', 'interact', 'media', 'the', 'broad', 'aim', 'cours', 'equip', 'student', 'wide', 'rang', 'background', 'thorough', 'understand', 'technolog', 'industri', 'standard', 'tool', 'use', 'digit', 'media', 'sector', 'interact', 'digit', 'media', 'seek', 'entertain', 'inform', 'inspir', 'audienc', 'the', 'creation', 'interact', 'digit', 'media', 'challeng', 'complex', 'activ', 'requir', 'blend', 'creativ', 'technic', 'skill', 'use', 'rang', 'exist', 'emerg', 'technolog']"
"['due', 'increas', 'complex', 'industri', 'product', 'process', 'weld', 'technolog', 'grow', 'number', 'rule', 'regul', 'govern', 'increas', 'demand', 'train', 'weld', 'engin', 'the', 'advanc', 'master', 'scienc', 'weld', 'engin', 'cover', 'rel', 'area', 'prepar', 'student', 'experi', 'solid']"
"['biomed', 'engin', 'fast', 'evolv', 'interdisciplinari', 'field', 'forefront', 'mani', 'medic', 'advanc', 'recent', 'year', 'as', 'research', 'led', 'disciplin', 'sit', 'cut', 'edg', 'advanc', 'medicin', 'engin', 'appli', 'biolog', 'scienc', 'thi', 'msc', 'programm', 'design', 'provid', 'advanc', 'biomed', 'engin', 'educ', 'develop', 'specialist', 'understand', 'programm', 'contain', 'larg', 'project', 'compon', 'allow', 'develop', 'advanc', 'knowledg', 'research', 'skill', 'specialist', 'area']"
"['thi', 'excit', 'new', 'programm', 'provid', 'subject', 'econom', 'offer', 'train', 'key', 'area', 'financi', 'analysi', 'forecast', 'financi', 'invest', 'the', 'programm', 'offer', 'centr', 'econom', 'financi', 'studi', 'cef', 'aim', 'equip', 'graduat', 'comprehens', 'practic', 'understand', 'financi', 'market', 'invest', 'strategi', 'demand', 'financi', 'asset', 'manag', 'sector', 'msc', 'financi', 'model', 'invest', 'aim', 'help', 'develop', 'skill', 'requir']"
"['the', 'world', 'need', 'peopl', 'courag', 'skill', 'tackl', 'environment', 'sustain', 'challeng', 'around', 'us', 'find', 'solut', 'be', 'one', 'us', 'our', 'two', 'year', 'master', 'programm', 'educ', 'profession', 'environment', 'engin', 'circular', 'economi', 'with', 'us', 'gain', 'holist', 'understand', 'environment', 'problem', 'skill', 'knowledg', 'tackl', 'challeng', 'you', 'learn', 'design', 'model', 'environment', 'technolog', 'also', 'use', 'differ', 'approach', 'evalu', 'advanc', 'sustain']"
"['thi', 'cours', 'provid', 'strateg', 'practic', 'overview', 'aerospac', 'engin', 'manag', 'you', 'appli', 'techniqu', 'advanc', 'comput', 'base', 'design', 'comput', 'fluid', 'dynam', 'finit', 'element', 'analysi', 'complementari', 'subject', 'includ', 'advanc', 'cad', 'cam', 'green', 'engin', 'energi', 'effici', 'thi', 'cours', 'also', 'broaden', 'understand', 'challeng', 'face', 'aerospac', 'engin', 'industri', 'to', 'prepar', 'futur', 'career', 'cours', 'cover', 'entrepreneurship', 'busi', 'financ', 'research', 'techniqu', 'environment', 'issu']"
"['thi', 'master', 'cours', 'provid', 'theoret', 'framework', 'practic', 'skill', 'need', 'becom', 'skill', 'effect', 'account', 'you', 'learn', 'account', 'financi', 'inform', 'use', 'make', 'decis', 'fit', 'wider', 'busi', 'environ', 'you', 'also', 'develop', 'practic', 'skill', 'analys', 'real', 'data', 'set', 'softwar', 'platform', 'our', 'divers', 'intern', 'curriculum', 'base', 'latest', 'intern', 'account', 'standard', 'make', 'relev', 'home', 'intern', 'student']"
"['are', 'current', 'work', 'look', 'move', 'financi', 'servic', 'industri', 'thi', 'distinct', 'new', 'msc', 'programm', 'provid', 'innov', 'flexibl', 'approach', 'allow', 'upskil', 'specialis', 'career', 'the', 'addit', 'risk', 'manag', 'programm', 'make', 'uniqu', 'degre', 'prepar', 'number', 'role', 'busi', 'financ', 'includ', 'risk', 'offic']"
"['recent', 'develop', 'prehospit', 'care', 'retriev', 'medicin', 'within', 'uk', 'led', 'creation', 'uniqu', 'role', 'prehospit', 'practition', 'involv', 'advanc', 'practic', 'beyond', 'offer', 'tradit', 'respond', 'exampl', 'ambul', 'paramed', 'the', 'aim', 'programm', 'provid', 'robust', 'academ', 'framework', 'individu', 'train', 'becom', 'advanc', 'practition', 'rotari', 'aviat', 'medicin', 'the', 'cours', 'cover', 'prehospit', 'care', 'retriev', 'includ', 'manag', 'critic', 'ill', 'patient', 'requir', 'level', '3', 'inter', 'hospit', 'transfer', 'it', 'intend', 'experienc', 'healthcar', 'profession', 'wish', 'formalis', 'develop', 'practic', 'requir', 'learner', 'develop', 'within', 'credibl', 'practic', 'set', 'the', 'cours', 'intend', 'challeng', 'requir', 'learner', 'demonstr', 'profici', 'target', 'clinic', 'assess', 'rapid', 'diagnost', 'therapeut', 'clinic', 'manag', 'prehospit', 'environ', 'in', 'addit', 'learner', 'requir', 'profici', 'assist', 'manag', 'level', '3', 'patient', 'mean', 'need', 'demonstr', 'knowledg', 'skill', 'invas', 'ventil', 'invas', 'haemodynam', 'monitor', 'support', 'interpret', 'investig']"
"['the', 'programm', 'design', 'meet', 'increas', 'demand', 'transport', 'profession', 'advanc', 'skill', 'sustain', 'integr', 'intellig', 'transport', 'system', 'the', 'programm', 'provid', 'fundament', 'advanc', 'engin', 'knowledg', 'modern', 'transport', 'engin', 'need', 'plan', 'manag', 'complex', 'multi', 'modal', 'transport', 'system']"
"['recent', 'advanc', 'technolog', 'along', 'decreas', 'hardwar', 'cost', 'led', 'develop', 'creation', 'smart', 'devic', 'applic', 'pervad', 'aspect', 'daili', 'life', 'the', 'adopt', 'use', 'technolog', 'applic', 'ever', 'expand', 'varieti', 'domain', 'includ', 'social', 'media', 'entertain', 'telecommun', 'e', 'commerc', 'medic', 'record', 'e', 'health', 'result', 'rapid', 'explos', 'amount', 'varieti', 'gener', 'data', 'need', 'store', 'analys']"
"['our', 'master', 'sustain', 'manag', 'oper', 'sumo', 'high', 'profil', 'part', 'time', 'program', 'execut', 'offer', 'uniqu', 'opportun', 'flexibl', 'effici', 'acquir', 'tool', 'skillset', 'sustain', 'manag', 'learn', 'effect', 'transfer', 'knowledg', 'creat', 'real', 'impact', 'sustain', 'world', 'tomorrow', 'taught', 'intern', 'renown', 'specialist', 'sumo', 'integr', 'state', 'art', 'scientif', 'expertis', 'holist', 'interconnect', 'perspect', 'sustain', 'our', 'blend', 'learn', 'format', 'make', 'best', 'use', 'time', 'align', 'innov', 'onlin', 'learn', 'modul', 'highli', 'interact', 'campu', 'session', 'klu', 'hamburg', 'germani', 'gateway', 'world', 'global', 'logist', 'hub']"
['nan']
"['thi', 'research', 'led', 'msc', 'teach', 'programm', 'gender', 'right', 'human', 'right', 'aim', 'provid', 'student', 'depth', 'knowledg', 'epistemolog', 'conceptu', 'empir', 'context', 'gender', 'human', 'right', 'oper', 'circul', 'around', 'globe']"
"['in', 'era', 'rapid', 'chang', 'space', 'increasingli', 'limit', 'resourc', 'the', 'master', 'human', 'settlement', 'address', 'rapid', 'urbanis', 'contemporari', 'urban', 'transform', 'our', 'intens', 'programm', 'examin', 'multi', 'facet', 'challeng', 'face', 'contemporari', 'human', 'settlement', 'worldwid', 'help', 'develop', 'critic', 'interpret', 'approach', 'toward', 'posit', 'within']"
"['thi', 'uniqu', 'cours', 'cover', 'wide', 'rang', 'applic', 'focus', 'aerospac', 'comput', 'aspect', 'within', 'next', 'five', 'year', 'demand', 'engin', 'leader', 'use', '100', 'digit', 'techniqu', 'aerospac', 'applic', 'design', 'test', 'with', 'blend', 'skill', 'base', 'subject', 'specif', 'materi', 'cours', 'aim', 'provid', 'student', 'gener', 'practic', 'skill', 'cut', 'edg', 'knowledg', 'adapt', 'wide', 'varieti', 'applic', 'field', 'aerospac', 'comput', 'engin', 'the', 'part', 'time', 'option', 'suitabl', 'qualifi', 'engin', 'extend', 'knowledg', 'incorpor', 'cfd', 'skill', 'set']"
"['our', 'msc', 'intern', 'human', 'resourc', 'manag', 'develop', 'understand', 'real', 'world', 'hr', 'issu', 'provid', 'key', 'insight', 'specif', 'demand', 'work', 'multin', 'organis', 'across', 'nation', 'border', 'the', 'busi', 'school', 'msc', 'intern', 'human', 'resourc', 'manag', 'fulli', 'accredit', 'programm', 'charter', 'institut', 'personnel', 'develop', 'cipd', 'learn', 'primarili']"
"['we', 'live', 'world', 'analyt', 'decis', 'make', 'happen', 'everi', 'second', 'data', 'collect', 'everyth', 'order', 'construct', 'oper', 'maintain', 'system', 'if', 'want', 'career', 'decis', 'support', 'oper', 'research', 'industri', 'engin', 'manag', 'scienc', 'themsc', 'busi', 'analyticsi', 'ideal', 'programm', 'thi', 'cours', 'train', 'analyt', 'decis', 'make', 'not', 'learn', 'theori', 'busi', 'analyt', 'also', 'appli', 'practic', 'thi', 'involv', 'gener', 'relev', 'busi', 'insight', 'use', 'data', 'driven', 'methodolog', 'tool', 'our', 'programm', 'one', 'teach', 'entir', 'busi', 'analyt', 'life', 'cycl', 'cover', 'descript', 'predict', 'prescript', 'analyt']"
"['start', 'date', 'januari', '2024', 'as', 'peopl', 'servic', 'look', 'digit', 'technolog', 'risk', 'threat', 'cybercrim', 'continu', 'grow', 'thi', 'expos', 'shortfal', 'experienc', 'cybercrim', 'investig', 'studi', 'ourmsc', 'cybercrimeand', 'join', 'next', 'gener', 'cybercrim', 'research', 'investig', 'with', 'anmsc', 'cybercrim', 'gain', 'skill', 'need', 'meet', 'demand', 'experienc', 'cybercrim', 'investig', 'help', 'make', 'onlin', 'world', 'safer', 'place', 'on', 'cours', 'focu', 'act', 'cybercrim', 'crimin', 'behind']"
"['thi', 'programm', 'enabl', 'come', 'safe', 'solut', 'real', 'world', 'project', 'you', 'learn', 'small', 'group', 'alongsid', 'world', 'lead', 'engin', 'use', 'high', 'end', 'industri', 'softwar', 'thi', 'msc', 'give', 'opportun', 'develop', 'area', 'structur', 'engin', 'expertis', 'opportun', 'work', 'worldwid']"
"['the', 'msc', 'aerospac', 'engin', 'provid', 'rigor', 'systemat', 'understand', 'field', 'equip', 'critic', 'awar', 'insight', 'requir', 'becom', 'credibl', 'aerospac', 'engin', 'you', 'prepar', 'theori', 'oper', 'aeronaut', 'vehicl', 'propel', 'driven', 'jet', 'power', 'plane', 'helicopt', 'glider', 'thi', 'cover', 'design', 'analysi', 'test', 'flight', 'practic', 'experi', 'partli', 'gain', 'access', 'one', 'world', 'advanc', 'engin', 'flight', 'simul', 'hous', 'within', 'colleg', 'engin']"
"['align', 'current', 'futur', 'need', 'construct', 'industri', 'innov', 'msc', 'equip', 'advanc', 'knowledg', 'skill', 'build', 'inform', 'model', 'bim', 'theori', 'practic', 'technolog', 'we', 'ciat', 'charter', 'institut', 'architectur', 'technologist', 'centr', 'excel']"
"['are', 'curiou', 'psycholog', 'biolog', 'factor', 'genet', 'biochemistri', 'play', 'role', 'cognit', 'develop', 'do', 'want', 'investig', 'factor', 'contribut', 'develop', 'disord', 'autism', 'dyslexia', 'are', 'interest', 'learn', 'measur', 'brain', 'process', 'use', 'variou', 'diagnost', 'tool', 'then', 'master', 'specialis', 'development', 'psycholog', 'could', 'right', 'you', 'studi', 'recent', 'development', 'theori', 'research', 'find', 'and', 'learn', 'appli', 'variou', 'diagnost', 'research', 'tool', 'clinic', 'field', 'development', 'research', 'thi', 'make', 'well', 'prepar', 'work', 'psychologist', 'research', 'mental', 'health', 'educ', 'institut']"
"['thi', 'msc', 'provid', 'student', 'thorough', 'understand', 'scienc', 'scientif', 'base', 'techniqu', 'deliv', 'immedi', 'sustain', 'reduct', 'crime', 'the', 'programm', 'focus', 'better', 'appli', 'scienc', 'understand', 'crime', 'problem', 'develop', 'strategi', 'prevent', 'increas', 'probabl', 'detect', 'arrest', 'offend', 'an', 'intern', 'renown', 'msc', 'focus', 'appli', 'scienc', 'crime', 'problem', 'develop', 'strategi', 'prevent', 'crime', 'increas', 'probabl', 'detect', 'arrest', 'offend']"
"['a', 'sustain', 'futur', 'depend', 'transform', 'solut', 'enabl', 'nanoengin', 'could', 'becom', 'one', 'next', 'gener', 'expert', 'field', 'thi', 'msc', 'blend', 'technic', 'knowledg', 'practic', 'skill', 'enabl', 'design', 'manufactur', 'materi', 'structur', 'uniqu', 'applic', 'nanoscal', 'taught', 'ucl', 'global', 'centr', 'innov', 'graduat', 'programm', 'readi', 'develop', 'solut', 'emerg', 'establish', 'industri', 'global', 'reach']"
"['the', 'msc', 'crimin', 'investig', 'develop', 'knowledg', 'key', 'aspect', 'contemporari', 'crimin', 'investig', 'we', 'live', 'world', 'issu', 'crimin', 'investig', 'take', 'centr', 'stage', 'media', 'think', 'case', 'like', 'sarah', 'everard', 'liam', 'allen', 'throughout', 'cours', 'abl', 'gain', 'thorough', 'understand', 'best', 'practic', 'challeng', 'known', 'also', 'lesser', 'known', 'topic', 'combin', 'academ', 'practition', 'perspect', 'it', 'avail', 'full', 'time', 'well', 'part', 'time', 'cours', 'suitabl', 'current', 'profession', 'new', 'entrant', 'area', 'crimin', 'investig', 'alik']"
"['thi', 'ground', 'break', 'msc', 'cours', 'offer', 'onlin', 'train', 'peopl', 'work', 'humanitarian', 'organis', 'wherev', 'world', 'our', 'distanc', 'learn', 'cours', 'aim', 'peopl', 'current', 'hope', 'engag', 'humanitarian', 'work', 'countri', 'want', 'skill', 'knowledg', 'offer', 'psychosoci', 'support', 'thi', 'involv', 'help', 'peopl', 'maintain', 'posit', 'psycholog', 'develop', 'face', 'challeng', 'often', 'traumat', 'pose', 'social', 'environ', 'onc', 'complet', 'cours', 'abl', 'support', 'other', 'within', 'organis', 'whether', 'part', 'establish', 'human', 'resourc', 'depart']"
"['in', 'today', 'fast', 'pace', 'global', 'busi', 'environ', 'strateg', 'market', 'influenc', 'everi', 'aspect', 'busi', 'inform', 'decis', 'creat', 'maintain', 'consum', 'demand', 'increas', 'profit', 'build', 'reput', 'stay', 'ahead', 'competit', 'incorpor', 'latest', 'digit', 'analyt', 'market', 'practic', 'master', 'reflect', 'ever', 'chang', 'natur', 'excit']"
"['the', 'msc', 'advanc', 'clinic', 'practic', 'programm', 'multi', 'profession', 'group', 'aim', 'meet', 'contemporari', 'challeng', 'advanc', 'clinic', 'practic', 'on', 'success', 'complet', 'programm', 'recognis', 'advanc', 'clinic', 'practition', 'hewm', '2015', 'expert', 'knowledg', 'base', 'complex', 'decis', 'make', 'skill', 'clinic', 'compet', 'expand', 'autonom', 'scope', 'practic', 'characterist', 'shape', 'context', 'practic', 'the', 'msc', 'advanc', 'clinic', 'practic', 'pathway', 'offer', 'broad', 'rang', 'contemporari', 'option', 'prospect', 'student', 'reflect', 'univers', 'mission', 'statement', 'learn', 'teach', 'deliv', 'high', 'qualiti', 'educ', 'emphasi', 'interprofession', 'multi', 'profession', 'learn', 'opportun']"
"['the', 'msc', 'busi', 'analyt', 'profession', 'accredit', 'one', 'year', 'specialist', 'programm', 'graduat', 'bachelor', 'degre', 'substanti', 'quantit', 'compon', 'highli', 'qualifi', 'graduat', 'background', 'demonstr', 'advanc', 'quantit', 'skill', 'it', 'suit', 'graduat', 'earli', 'career', 'profession', 'wish', 'pursu', 'career', 'busi', 'analyt', 'across', 'sector', 'digit', 'market', 'human', 'resourc', 'logist', 'retail', 'financ', 'bank', 'insur', 'healthcar', 'agricultur']"
"['part', 'time', 'avail', 'septemb', '2023', 'inform', 'system', 'is', 'disciplin', 'combin', 'inform', 'technolog', 'it', 'system', 'busi', 'analysi', 'organis', 'manag', 'theori', 'psycholog', 'sociolog', 'found', 'home', 'inform', 'system', 'thi', 'larg', 'divers', 'area', 'requir', 'increasingli', 'complex', 'organis', 'environ', 'inform', 'system', 'design', 'collect', 'process', 'store', 'distribut', 'inform', 'thi', 'cours', 'design', 'equip', 'graduat', 'comput', 'comput', 'busi', 'relat', 'disciplin', 'advanc', 'level', 'skill', 'analys', 'model', 'design', 'evalu', 'manag', 'inform', 'system', 'success', 'within', 'organis']"
"['a', 'master', 'manag', 'offer', 'wide', 'flexibl', 'rang', 'option', 'excel', 'opportun', 'varieti', 'background', 'acquir', 'awar', 'insight', 'profession', 'manag', 'principl', 'practic', 'thi', 'cours', 'help', 'acquir', 'awar', 'insight', 'profession', 'manag', 'principl', 'practic', 'aim', 'develop', 'leadership', 'potenti', 'explor', 'philosoph', 'psycholog', 'profession', 'intercultur', 'framework', 'ethic', 'relat', 'leadership', 'followership', 'citizenship']"
"['intern', 'applic', 'pleas', 'check', 'theintern', 'intakespag', 'latest', 'inform', 'applic', 'date', 'are', 'think', 'set', 'compani', 'do', 'idea', 'busi', 'start', 'are', 'wonder', 'go', 'enterpris', 'train', 'support', 'the', 'msc', 'entrepreneurship', 'programm', 'strong', 'practic', 'orient', 'aim', 'nurtur', 'entrepreneuri', 'skill', 'outset', 'it', 'design', 'student', 'exist', 'busi', 'idea', 'wish', 'develop', 'well', 'look', 'set', 'busi', 'still', 'defin', 'idea']"
"['the', 'doubl', 'master', 'public', 'administr', 'mpa', 'offer', 'student', 'uniqu', 'opportun', 'studi', 'two', 'intern', 'renown', 'institut', 'lse', 'school', 'public', 'polici', 'columbia', 'univers', 'school', 'intern', 'public', 'affair', 'sipa', 'the', 'doubl', 'degre', 'candid', 'profit', 'extens', 'resourc', 'avail', 'london', 'new', 'york', 'citi', 'well', 'global', 'reach', 'combin', 'alumni', 'network', 'school', 'throughout', 'two', 'year', 'programm', 'student', 'develop', 'essenti', 'skill', 'core', 'disciplin', 'public', 'polici', 'benefit', 'resourc', 'network', 'opportun', 'two', 'histor', 'institut', 'vibrant', 'citi', 'london', 'new', 'york']"
"['the', '60', 'creditmast', 'scienc', 'design', 'urban', 'ecologiesprogram', 'radic', 'refram', 'studi', 'citi', 'urban', 'design', 'methodolog', 'by', 'combin', 'research', 'fieldwork', 'participatori', 'action', 'student', 'gain', 'broad', 'understand', 'complex', 'forc', 'influenc', 'urban', 'growth', 'develop', 'in', 'accord', 'the', 'new', 'school', 'histor', 'commit', 'social', 'justic', 'design', 'student', 'develop', 'implement', 'innov', 'strateg', 'project', 'bring', 'real', 'transform', 'urban', 'chang']"
"['data', 'manag', 'one', 'sought', 'skill', 'move', 'futur', 'expert', 'master', 'level', 'particular', 'alreadi', 'great', 'demand', 'today', 'as', 'data', 'manag', 'design', 'secur', 'system', 'repres', 'ad', 'valu', 'organis', 'iu', 'onlin', 'm', 'sc', 'data', 'manag', 'offer', 'rout', 'afford', 'tuition', 'fee', 'dure', 'programm', 'learn', 'skill', 'lead', 'demand', 'project', 'requir', 'process', 'store', 'larg', 'amount', 'data', 'you', 'acquir', 'practic', 'skill', 'data', 'process', 'data', 'storag', 'data', 'analysi', 'report', 'you', 'also', 'specialis', 'field', 'like', 'master', 'data', 'handl', 'cyber', 'secur']"
